user_id,main_genre,year_posted,playtime_hour
12345676543456789098543,Indie,2014,60.666666666666664
1234567810132,Action,2014,335.3
12345678901234567890123456567890,Action,2014,315.15
12345678901234567890123456567890,Action,2015,47.05
12345678901234567890123456567890,Casual,2015,3.3666666666666667
12345678901234567890123456567890,Indie,2014,1063.8666666666666
12345678901234567890123456567890,Indie,2015,141.73333333333335
1234567890192837465,Action,2015,238.75
1234567890192837465,RPG,2013,6.066666666666666
1234567890192837465,Racing,2014,150.96666666666667
12345678910a,Action,2014,1770.6833333333334
123456789874561232145678,Action,2012,20.416666666666668
123456789diamond987654321,Indie,2013,70.98333333333333
1234567io9872345678765432,Action,2014,101.66666666666667
1234567io9872345678765432,Action,2015,1200.8333333333333
1234567io9872345678765432,Indie,2014,0.8
1234865654,Action,2014,92.96666666666667
12391939123,Indie,2013,127.65
123joshua321,Indie,2015,4.916666666666667
123repulseMe,Action,2014,55.96666666666667
123repulseMe,Action,2015,3.966666666666667
12536475869trhgsdf,Action,2014,260.01666666666665
12779,Action,2014,19.516666666666666
12779,RPG,2014,24.183333333333334
12779,Simulation,2013,295.03333333333336
129874182,Casual,2014,11.45
129874182,RPG,2015,171.6
12DeAgostoAs12HRSe26MIN,Action,2015,32.43333333333333
12_gauge_org,Action,2013,137.8
12das,Action,2015,28.55
1300655506nigga,Action,2014,4.916666666666667
131312,Action,2013,323.4666666666667
131312,Action,2014,345.1333333333333
131312,RPG,2013,26.316666666666666
131312,Simulation,2014,32.53333333333333
131312,Strategy,2014,508.1166666666667
131467132,Action,2014,1017.0
1321742413,Action,2013,103.5
1337666133766613376661337,Action,2015,13.033333333333333
1337_K_REW,Action,2015,1226.25
1337hunter,Action,2013,3.2333333333333334
1337lolroflmao,Action,2013,85.68333333333334
1337lolroflmao,Action,2014,29.650000000000002
1337lolroflmao,Action,2015,199.16666666666666
1337lolroflmao,Adventure,2015,8.433333333333334
1337putin,Action,2013,23.416666666666668
1337putin,Action,2015,1158.6166666666666
1337putin,RPG,2015,46.1
1343534566,Action,2014,317.1166666666667
13457856281,Action,2015,16.966666666666665
135781,Action,2014,175.38333333333333
135781,Action,2015,744.7666666666667
135781,RPG,2015,34.21666666666667
13971397,Action,2013,319.91666666666663
13971397,Action,2014,63.666666666666664
13lazer,Action,2012,58.43333333333333
14372193,Action,2014,5.433333333333334
1440454,Action,2015,1.8
1452221660414,Action,2013,25.85
1452221660414,Action,2014,150.58333333333334
1457184935981,Action,2013,458.4166666666667
1457184935981,Action,2015,298.56666666666666
150010792,Action,2013,31.1
154352,Action,2014,152.75
154352,Casual,2015,20.016666666666666
154352,Free to Play,2015,0.43333333333333335
1546328127418,Action,2014,240.1
154930493,Action,2013,75.38333333333334
154930493,Action,2015,368.73333333333335
15511551,Action,2014,420.28333333333336
15511551,Indie,2014,8.233333333333333
157645,Indie,2014,30.716666666666665
15832789427,Strategy,2013,91.96666666666667
15934,Action,2013,174.88333333333333
15934,Action,2014,52.66666666666667
15934,Indie,2014,25.633333333333333
159zse159,Adventure,2014,45.666666666666664
1626466724893520,Action,2014,943.7
1626466724893520,Action,2015,131.65
16538,Action,2013,168.08333333333334
16538,Adventure,2014,8.55
169420666,Action,2014,8.583333333333334
17101710,Action,2013,22.583333333333332
17101710,Action,2015,19.0
171516,Action,2013,14.716666666666667
171516,Action,2014,10.216666666666667
171516,Casual,2014,3.9833333333333334
171516,Indie,2015,44.61666666666667
171516,RPG,2014,1.3833333333333333
1739902091026,Action,2014,151.11666666666667
174gamecuman700kngkakak,Action,2014,998.8
17829463213,Action,2013,262.6
17829463213,Action,2014,134.05
1800-Ricohut,Action,2013,24.3
1800-Ricohut,Action,2014,9.716666666666667
1800-Ricohut,Action,2015,47.583333333333336
1800-Ricohut,Adventure,2015,1.6833333333333333
18082001,Action,2015,515.5
18082001,Indie,2015,74.55
18228272828,Action,2013,182.63333333333333
18228272828,Indie,2013,497.23333333333335
18481,Casual,2015,149.08333333333334
18481,Indie,2013,5.083333333333333
1850172512752815,Indie,2013,8.95
1873410337,Action,2013,9.733333333333334
1873410337,Action,2014,1370.6000000000001
1873410337,Action,2015,183.3
1873410337,Free to Play,2015,192.28333333333333
187625,Action,2014,17.133333333333333
187625,Casual,2015,0.8
19-20-5-20-27-5-18,Action,2015,376.8833333333333
1920410,Action,2014,3.466666666666667
1922001,Action,2014,17.866666666666667
19372250,Action,2013,533.3
194847383,Action,2013,30.633333333333333
194847383,Action,2014,337.25
1956aa1,Action,2015,5.566666666666666
1956aa1,Strategy,2015,953.3666666666667
195862,Action,2014,3.966666666666667
195862,Action,2015,795.6833333333333
19990923,Adventure,2013,26.416666666666668
19te_Polska,Simulation,2013,128.5
1MLG2U,Action,2014,38.03333333333333
1MLG2U,Action,2015,99.68333333333334
1MLG2U,Adventure,2014,2.0833333333333335
1R1M1,Action,2014,64.13333333333333
1R1M1,Casual,2014,12.833333333333334
1a1u14,Racing,2013,0.9333333333333333
1epicninja,Action,2013,97.95
1epicninja,Action,2014,2385.85
1epicninja,Action,2015,633.4666666666667
1iam1iam1iam,Action,2014,206.91666666666666
1iam1iam1iam,Action,2015,45.15
1iam1iam1iam,Indie,2013,7.0
1jamesn4,Action,2014,14.616666666666667
1silentsniper1,Indie,2011,21.933333333333334
1snap,Action,2013,7.483333333333333
1snap,Action,2014,1.7
1snap,Action,2015,81.21666666666667
1snap,Indie,2014,639.2833333333333
1snap,Racing,2014,1.65
1stBLUE-COW,Action,2014,84.23333333333333
1v1meguy,Action,2014,271.06666666666666
200220006,Action,2014,112.2
20041213,Action,2014,106.7
200px-spy-taunt-laugh,Action,2013,352.8666666666667
2011368123,Adventure,2014,8.266666666666667
2080308,Indie,2013,363.2
2092000666,Casual,2015,0.6833333333333333
2092000666,Indie,2015,13.133333333333333
210519992016,Action,2015,7.75
210519992016,Indie,2013,91.18333333333334
2222455,Action,2013,14.383333333333333
225544,Casual,2015,6.016666666666667
225544,Indie,2013,668.0666666666667
225555,Action,2015,1373.9
2271531450,Action,2013,716.9333333333333
23012003,Action,2013,131.6
231091,Action,2013,105.86666666666666
231321455,Action,2013,392.25
23184798,Action,2015,303.98333333333335
2323534545,Action,2013,194.43333333333334
23434454365463446754546576e45646,Action,2014,92.2
235269,Indie,2014,38.5
2364786499,Action,2015,177.96666666666667
23745736,Action,2014,15.266666666666667
23745736,Action,2015,7.283333333333333
2390746539217,Action,2013,119.98333333333333
23974656456,Action,2014,5.883333333333334
23Batman05,Action,2013,194.78333333333333
23Batman05,Action,2014,17.55
23Batman05,Action,2015,82.6
24101738,Action,2013,113.2
24453,Action,2015,103.86666666666666
24453,Casual,2014,1.0833333333333333
24596,Action,2014,825.5
246823,Action,2014,164.0
247211,Action,2013,973.7833333333333
247211,Action,2014,65.75
247211,Indie,2013,123.53333333333333
2479742,Action,2013,21.7
2479742,Free to Play,2013,31.95
2479742,Indie,2013,8.7
249758,Indie,2013,285.56666666666666
25230405,Action,2013,845.5333333333333
2571,Action,2014,2.283333333333333
2571,Action,2015,184.73333333333332
2571,Adventure,2015,1.1
2571,Indie,2015,4.616666666666666
25_Years_Since_Freddie,Action,2013,13.4
25_Years_Since_Freddie,Action,2015,229.86666666666667
2608739,Action,2013,239.53333333333333
2647891,Action,2014,6.266666666666667
27073108,Action,2014,274.05
27073108,Action,2015,1166.9333333333334
27601MCM,Action,2015,5.05
2768820078,Action,2013,570.85
2768820078,Action,2015,636.7
2768820078,RPG,2015,420.3333333333333
2768820078,Strategy,2015,108.8
279519365,Action,2014,1414.95
2891723967123,Action,2013,61.81666666666667
2891723967123,Action,2014,128.33333333333334
291129112911291129112911,Action,2012,5.216666666666667
29998000,Action,2015,5.416666666666667
2Chill,Action,2014,33.7
2Chill,Action,2015,44.71666666666667
2Degrees,Strategy,2012,34.95
2EzRogueDH,Action,2013,456.84999999999997
2JZEEEEBABY,Action,2014,2.9833333333333334
2Lethal,Action,2013,49.96666666666666
2Lethal,Adventure,2013,14.15
2Ta4,Action,2013,0.9666666666666667
2Ta4,Indie,2014,1.0
2ZESTY4ME,Action,2013,39.766666666666666
2d4nk4m3,Action,2014,0.4666666666666667
2d4nk4m3,Free to Play,2014,124.0
2edgy4youboi,Action,2013,16.116666666666667
2edgy4youboi,Action,2015,18.266666666666666
2edgy4youboi,Indie,2013,239.46666666666667
2edgy4youboi,Indie,2014,182.83333333333331
2ez2xl,Action,2014,2.4166666666666665
2ez2xl,Action,2015,936.9833333333333
2ik4tf,Action,2014,31.033333333333335
2lstgun,Action,2015,16.183333333333334
2nerdssemvida,Action,2015,47.516666666666666
2pacisaliveincuba,Action,2015,1240.7
2red12,Action,2013,1.8166666666666667
2sBs,Action,2013,1661.8666666666666
2sBs,Action,2014,14.633333333333333
2sBs,Adventure,2013,12.55
2sBs,Adventure,2014,17.65
2sBs,Casual,2014,3.216666666666667
2sBs,Indie,2013,251.81666666666666
2sneaky5u,Indie,2014,3.683333333333333
2spooky,Action,2013,62.4
2spooky,Action,2014,188.7
2spooky,Adventure,2014,3.283333333333333
2spooky,RPG,2015,41.96666666666667
2v1meyoucheekyscrub,Action,2014,285.3666666666667
2xDelorean,Action,2013,33.05
2xDelorean,Indie,2013,18.533333333333335
30102002,Action,2014,137.21666666666667
3021Daniel,Action,2014,2790.3333333333335
3046123,Indie,2015,1334.9166666666667
314155156915923,Action,2013,6.816666666666666
3197,Action,2015,31.083333333333336
3197,Adventure,2014,10.733333333333333
3197,Adventure,2015,3.45
320RustPro,Action,2014,296.51666666666665
3214213216,Action,2013,24.35
329838102,Casual,2014,0.4666666666666667
329838102,Free to Play,2015,1.6166666666666667
32bitmaximus,Action,2013,2.283333333333333
33334scat,Action,2014,41.06666666666667
334756875,Action,2014,173.98333333333332
334756875,Casual,2013,6.866666666666666
334756875,Casual,2014,0.9666666666666667
3423523425433425,Action,2015,32.6
343221221,Action,2013,62.833333333333336
34324132,Adventure,2015,3.933333333333333
345675,Action,2013,12.566666666666666
345675,Action,2015,161.13333333333335
345675,Indie,2015,47.766666666666666
345675,Strategy,2013,24.75
34573671264yi,Action,2013,26.783333333333335
3523436346,Action,2014,917.3333333333334
3523436346,Action,2015,0.1
35353534,Action,2013,26.416666666666664
35475,Action,2015,1.1
35475,Adventure,2015,5.933333333333334
3548548564856498484894,Action,2015,30.133333333333333
3548548564856498484894,Adventure,2015,3.2333333333333334
3565Jason,Action,2015,214.33333333333334
360j1mmy,Action,2013,535.4499999999999
36864,Strategy,2013,162.9
36864,Strategy,2014,90.86666666666666
369231461278416,Action,2013,197.76666666666668
369231461278416,Action,2014,19.616666666666667
36_T,Action,2013,5.55
36_T,Action,2014,465.3
36_T,Free to Play,2014,3.033333333333333
373848099,Action,2013,144.1
37755753,Action,2013,497.5
37755753,Action,2015,852.6666666666666
37755753,Adventure,2013,29.633333333333333
37755753,Adventure,2014,15.3
37755753,Adventure,2015,11.216666666666667
37755753,Indie,2013,17.383333333333333
37755753,RPG,2013,106.96666666666667
381644,Action,2015,12.883333333333333
391204566,Action,2012,18.183333333333334
3Ldota,Action,2014,33.3
3Ldota,Adventure,2014,1.2166666666666666
3dster,Action,2015,5.866666666666666
3eBpA,Action,2015,11.616666666666667
3lAckCAt,Action,2013,26.016666666666666
3teGZ_Rorschach,Action,2014,1742.6166666666666
3teGZ_Rorschach,Action,2015,109.13333333333334
3teGZ_Rorschach,Strategy,2013,431.4166666666667
3teGZ_Rorschach,Strategy,2014,493.1666666666667
3th3,Action,2013,72.03333333333333
3th3,Action,2014,1.75
3th3,Action,2015,12.85
3xU,Action,2013,46.4
3xotic26,Action,2013,102.9
3xotic26,Action,2014,248.63333333333333
402553929,Action,2015,2186.65
4043RROR,Action,2013,1689.2166666666667
4043RROR,Action,2014,19.483333333333334
404ok4561687987879847,Action,2014,1906.1666666666667
41781029,Action,2014,1.2666666666666666
4200769711,Action,2015,1428.9666666666667
420BlazeItMLG,Action,2015,361.5
420Blz,Action,2013,374.05
420BlzeIT,Action,2013,567.2833333333333
420DankMasterKush420,Action,2015,132.08333333333334
420DankMasterKush420,Indie,2015,2.566666666666667
420NigelGaming420,Action,2013,1189.0166666666667
420NigelGaming420,Action,2015,17.533333333333335
420_Blaze_It_Fgt,Action,2015,14.6
420cheekycunt,Action,2015,924.4166666666666
420fedora,Action,2013,0.0
420fedora,Action,2014,609.8666666666667
420fedora,Indie,2012,1520.0166666666667
420fedora,Indie,2014,0.23333333333333334
420slender,Action,2015,488.0833333333333
4234213234124,Action,2015,465.85
42456,Action,2015,39.05
42456,Indie,2015,12.15
42654264,Action,2013,1192.25
4321louis,Action,2015,6.066666666666666
4324434,Action,2013,66.03333333333333
4324434,Indie,2013,1664.8
434238948,Action,2014,65.16666666666667
434238948,Action,2015,5.9
434238948,Indie,2014,491.5
434238948,Racing,2015,23.233333333333334
434546464,Action,2014,29.416666666666668
434546464,Action,2015,260.3833333333333
44196,Action,2013,71.2
4432XABLAU,Action,2013,4.833333333333333
4432XABLAU,Action,2015,2.45
45236243663663643636,Action,2013,148.41666666666666
4545451111,Action,2015,96.53333333333333
45514551,Action,2015,94.9
45514551,Adventure,2015,39.38333333333333
45544554455445,Indie,2014,20.516666666666666
45826755958,Indie,2015,1430.65
46366536564574576346346546,Action,2014,92.26666666666667
48226746,Action,2014,1217.0166666666667
48226746,RPG,2013,18.866666666666667
48226746,Strategy,2014,342.01666666666665
486259317,Action,2014,4.666666666666667
486259317,Action,2015,5.166666666666667
486259317,Indie,2013,8.1
486259317,Indie,2014,123.18333333333334
4RCH4NG3Ll,Action,2015,3.9000000000000004
4RCH4NG3Ll,Indie,2014,458.26666666666665
4_5C12U13,Action,2014,144.21666666666667
4_5C12U13,Adventure,2014,9.2
4_5C12U13,Adventure,2015,4.316666666666666
4_5C12U13,Casual,2014,6.5
4_5C12U13,Indie,2013,736.3666666666667
4hwei,Simulation,2013,0.4
4i20swagyolo69,Action,2014,8.333333333333334
4i20swagyolo69,Action,2015,103.95
4i20swagyolo69,Indie,2011,488.1
4mrtm,Action,2014,1.2666666666666666
4nti-y0u,Action,2015,14.316666666666666
4nti-y0u,Adventure,2015,37.2
51041,Action,2013,330.0
51134243,Action,2014,88.9
51134243,Action,2015,55.38333333333333
512356,Action,2012,306.06666666666666
512356,Action,2013,9.683333333333334
512356,Indie,2012,181.55
51564210333,Casual,2013,14.583333333333334
51564210333,Indie,2013,271.6
51centcorn,Action,2015,17.75
51centcorn,Indie,2014,12.95
51centcorn,Sports,2014,0.36666666666666664
51centcorn,Strategy,2015,75.31666666666666
51jets,Action,2015,776.55
527788235,Action,2014,196.91666666666669
527788235,Action,2015,12.766666666666667
53112195114,Indie,2014,23.666666666666668
5343039,Action,2015,15.633333333333333
535346456636,Action,2014,2.816666666666667
535346456636,Action,2015,24.516666666666666
5400540054005400,Action,2014,1970.25
5400540054005400,RPG,2014,99.16666666666667
5400540054005400,Strategy,2013,91.28333333333333
54263144,Action,2015,557.9666666666667
544183980,Action,2015,2.1333333333333333
54546545,Action,2014,64.65
54678907652,Action,2014,30.26666666666667
54678907652,Action,2015,86.08333333333333
54678907652,Adventure,2015,0.21666666666666667
54678907652,Free to Play,2014,64.86666666666666
54678907652,Indie,2014,10.533333333333333
54678907652,Indie,2015,23.816666666666666
548547248072804,Action,2014,117.83333333333334
548547248072804,Adventure,2013,20.333333333333332
54Strat,Action,2013,208.6
54Strat,Action,2014,314.56666666666666
554076033,Action,2013,160.86666666666667
55432147,Action,2013,3.0666666666666664
55432147,Action,2015,50.08333333333333
5554Grovesy,Action,2013,166.98333333333332
558092,Action,2013,54.03333333333333
558092,Adventure,2014,10.45
564743553uy5367,Action,2013,997.6166666666667
5678LetMeCyaBootyShake,Action,2013,1.9333333333333333
5678LetMeCyaBootyShake,Action,2014,5.733333333333333
5678LetMeCyaBootyShake,Indie,2015,2.966666666666667
58254410,Action,2012,720.0833333333334
58254410,Action,2013,152.3
58254410,Indie,2015,736.6
5856565456564,Action,2013,649.5833333333333
5856565456564,Action,2015,0.21666666666666667
5856565456564,Indie,2015,3690.766666666667
58981044,Action,2014,402.55
5975,Casual,2014,7.383333333333334
5spooky420me,Action,2014,355.78333333333336
5yearoldrexrex111,Action,2012,10.933333333333334
60324133769,Action,2012,502.06666666666666
60324133769,Action,2013,50.766666666666666
60324133769,Indie,2012,2.45
61241571,Action,2015,864.85
616333,Action,2014,207.03333333333333
618554,Free to Play,2013,9.633333333333333
6294421419,Action,2013,21.316666666666666
63718432421321321312,Action,2014,30.683333333333334
63718432421321321312,Action,2015,565.9333333333333
63Hayden,Action,2015,172.28333333333333
63Hayden,Casual,2015,44.416666666666664
63Hayden,Free to Play,2013,98.2
6435677448,Casual,2015,37.766666666666666
64574574574744,Action,2013,1172.35
64574574574744,Action,2014,39.45
64723864,Action,2014,157.96666666666667
657475591245,Action,2014,1049.5166666666667
6592,Indie,2014,134.28333333333333
66083299,Action,2013,0.95
66083299,Action,2015,1586.8166666666666
66666669999999,Action,2015,0.8666666666666667
666slayerr666,Indie,2014,225.08333333333334
66839427,Adventure,2014,3.716666666666667
66d,Action,2014,7.866666666666666
66d,Action,2015,4.216666666666667
6738497298564377854673421,Action,2015,1380.2333333333333
678rtv45,Action,2015,1007.5500000000001
69133709,Action,2015,32.833333333333336
6935,Action,2013,54.15
6935,Action,2014,129.45
6935,RPG,2015,73.83333333333333
694201337694201337,Action,2015,728.1
694201337694201337,Indie,2013,257.0
69bmw,Action,2015,5.9
69madman,Casual,2014,3.05
6dighero,Action,2015,34.3
6dighero,Strategy,2015,23.55
6ex6ex6ex,Action,2014,37.56666666666667
711armageddoncarmageddon,Action,2015,57.61666666666667
7122456,Action,2013,154.36666666666667
71251241,Action,2014,27.95
71251241,Action,2015,229.73333333333332
71251241,Indie,2014,9.15
71251241,Indie,2015,978.25
723943123,Action,2013,2130.5333333333333
723943123,Action,2014,229.13333333333333
723943123,Action,2015,399.3833333333333
72947282842,Action,2015,0.55
737911,Action,2014,200.08333333333334
737911,Casual,2014,1.8833333333333333
739567275,Action,2013,6.116666666666666
740449400,Action,2013,409.8666666666667
748237482374284792,Action,2015,2.1
74987000,Action,2013,83.75
74987000,Action,2014,0.08333333333333333
74987000,Action,2015,394.3
74987000,Adventure,2013,2.216666666666667
74987000,Adventure,2014,1.5999999999999999
750805,Action,2013,7.15
7515953,Action,2014,2.9166666666666665
7515953,Action,2015,25.1
75791513,Action,2014,31.016666666666666
75791513,Casual,2014,0.8333333333333334
75k12,Action,2014,24.416666666666664
75k12,Action,2015,14.816666666666666
76561197960288186,Adventure,2014,11.416666666666666
76561197960324928,Action,2013,31.916666666666668
76561197960438497,Action,2015,1976.8333333333333
76561197960461312,Action,2013,0.9666666666666667
76561197960467275,Action,2014,1880.8333333333335
76561197960608571,Action,2015,181.15
76561197960743001,Action,2015,446.65
76561197961124706,Indie,2015,18.766666666666666
76561197961464265,Adventure,2014,41.68333333333333
76561197961718947,Simulation,2015,122.58333333333334
76561197962025274,Indie,2015,0.9166666666666666
76561197963392788,Action,2014,1851.2333333333333
76561197963436918,Action,2014,2.566666666666667
76561197963455626,Action,2014,15.8
76561197963455626,Strategy,2015,0.8833333333333333
76561197963469414,Action,2014,89.91666666666667
76561197963759246,Action,2015,26.883333333333333
76561197964316999,Action,2014,53.6
76561197964317648,Action,2015,22.383333333333333
76561197964402427,Adventure,2014,49.88333333333333
76561197964753680,Action,2014,22.283333333333335
76561197964753680,Action,2015,33.916666666666664
76561197964753680,Adventure,2014,4.533333333333333
76561197964876290,Action,2014,0.08333333333333333
76561197965059579,Action,2014,508.05
76561197965144435,Adventure,2015,10.216666666666667
76561197965205416,Action,2013,538.3333333333334
76561197965205416,Action,2015,1200.65
76561197965208032,Adventure,2015,2.3
76561197965224231,Action,2014,2.933333333333333
76561197965224231,Action,2015,954.0666666666667
76561197965557728,Indie,2013,126.86666666666667
76561197966298550,Adventure,2015,1.4833333333333334
76561197966586458,Action,2013,41.266666666666666
76561197966587792,Action,2015,6.283333333333333
76561197966590415,Action,2015,2.35
76561197966604253,Action,2014,4.433333333333334
76561197966647905,Action,2014,11.15
76561197966764681,Action,2014,5.65
76561197966979423,Action,2013,2.066666666666667
76561197966979423,Indie,2015,199.21666666666667
76561197967253452,Action,2015,5.566666666666666
76561197967445425,Strategy,2013,758.1666666666666
76561197967609413,Action,2013,13.95
76561197967723333,Action,2013,73.13333333333334
76561197967849744,Adventure,2013,25.95
76561197968167449,Action,2014,51.916666666666664
76561197968167449,Action,2015,91.06666666666668
76561197968167449,Indie,2015,1163.6833333333334
76561197968205306,Action,2014,224.2
76561197968305777,Action,2015,19.0
76561197968515654,Action,2015,4.083333333333333
76561197968819806,Adventure,2013,0.36666666666666664
76561197968819806,Adventure,2014,0.8
76561197968819806,Casual,2013,0.1
76561197968887720,Indie,2015,6.1
76561197969020980,Action,2013,240.33333333333334
76561197969020980,Action,2014,33.85
76561197969020980,Action,2015,49.95
76561197969314107,Action,2011,1594.2166666666667
76561197969314107,Action,2012,9.533333333333333
76561197969314107,Action,2013,4.7
76561197969314107,Action,2014,17.716666666666665
76561197969314107,Adventure,2015,18.116666666666667
76561197969434273,Action,2014,2.5
76561197969434273,Adventure,2013,3.4833333333333334
76561197969434273,Adventure,2014,3.5166666666666666
76561197969434273,Casual,2013,8.083333333333334
76561197969434273,Indie,2013,21.0
76561197969599867,Action,2015,225.66666666666666
76561197969663913,Action,2013,101.78333333333333
76561197969800840,Action,2015,23.2
76561197969800840,Strategy,2013,106.2
76561197969868617,RPG,2013,251.2
76561197970097668,Action,2013,48.666666666666664
76561197970097668,Action,2015,34.03333333333333
76561197970148466,Action,2015,51.2
76561197970317038,Action,2013,78.4
76561197970317038,Action,2014,8.083333333333334
76561197970523542,Action,2013,1.1333333333333333
76561197970528598,Action,2015,1141.3166666666666
76561197970542592,Action,2014,6.866666666666666
76561197970542592,Action,2015,10.216666666666667
76561197970542592,Adventure,2014,12.883333333333333
76561197970551076,Adventure,2014,38.233333333333334
76561197970565267,Action,2013,10.433333333333334
76561197970565267,Action,2015,39.03333333333333
76561197970580235,Indie,2015,4.683333333333334
76561197970600478,Action,2013,222.55
76561197970600478,Casual,2013,0.38333333333333336
76561197970723780,Adventure,2014,5.033333333333333
76561197970724420,Action,2011,25.35
76561197970767761,Action,2014,22.083333333333332
76561197970812298,Action,2013,27.0
76561197970812298,RPG,2013,140.53333333333333
76561197970972400,Action,2014,180.46666666666667
76561197970972400,Action,2015,49.03333333333333
76561197970972400,Indie,2015,0.2
76561197970982479,Action,2011,171.28333333333336
76561197971059162,Action,2013,25.5
76561197971059162,Action,2014,112.2
76561197971077817,Action,2013,59.68333333333333
76561197971119511,Action,2013,332.3
76561197971119511,Action,2015,639.55
76561197971119511,Strategy,2013,37.03333333333333
76561197971285616,Action,2013,33.13333333333333
76561197971285616,Action,2015,1.3666666666666667
76561197971327741,Action,2013,558.6166666666667
76561197971336570,Action,2015,20.583333333333332
76561197971402201,Action,2014,1.8333333333333333
76561197971440875,Indie,2015,167.66666666666666
76561197971541516,Simulation,2015,162.23333333333332
76561197971591275,RPG,2015,878.3
76561197971725163,Indie,2015,742.0833333333334
76561197971851704,Action,2013,74.2
76561197971851704,Adventure,2013,82.01666666666667
76561197971851704,Massively Multiplayer,2015,83.53333333333333
76561197971917242,Indie,2015,62.233333333333334
76561197971933349,Free to Play,2015,418.4
76561197972059969,Action,2013,3.1166666666666667
76561197972180709,Action,2015,13.866666666666667
76561197972261430,Action,2014,19.95
76561197972261430,Racing,2013,71.76666666666667
76561197972261430,Simulation,2014,191.7
76561197972261430,Simulation,2015,49.2
76561197972361546,Action,2013,25.683333333333334
76561197972361546,Action,2014,12.9
76561197972384083,Action,2013,311.95
76561197972452208,Adventure,2013,7.45
76561197972452208,Adventure,2015,3466.9
76561197972468339,Action,2013,996.9666666666667
76561197972516748,Action,2015,11.733333333333333
76561197972718483,Action,2015,8.716666666666667
